case_id,item_type,item_id,relevance,reviewer,notes
IMG009,image,oncology:PMC6127886_emmm201708420-fig-0003_364616.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG009,image,oncology:PMC4007776_F6_285321.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG009,image,oncology:PMC9329882_ijms-23-08112-f003_357715.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG010,image,oncology:PMC8395214_ijms-22-08471-f010_43955.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG010,image,oncology:PMC6177200_pbio.2006624.g001_379736.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG010,image,oncology:PMC5127102_toxins-08-00275-f004_100332.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG010,image,oncology:PMC6994660_Fig5_109438.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
IMG010,image,oncology:PMC8959855_f3_236736.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB001,image,oncology:PMC7895829_Fig2_371601.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB001,text,CHUNK_0062068,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB001,image,PMC13296294:biomedicines-14-01250-f004,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB001,text,CHUNK_0075268,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB001,image,PMC13296548:biomolecules-16-00923-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,image,oncology:PMC5866257_Fig2_292832.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,text,CHUNK_0062472,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,image,oncology:PMC4928822_pone.0158306.g007_46846.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,text,CHUNK_0062468,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB002,image,oncology:PMC7886521_fig1_369194.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB003,image,oncology:PMC4186834_pone-0109668-g005_325729.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB003,text,CHUNK_0075520,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB003,image,oncology:PMC9225048_life-12-00881-f001_321274.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB003,text,CHUNK_0062622,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB003,image,oncology:PMC4531435_Fig2_413696.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB004,image,oncology:PMC4504132_Fig1_406527.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB004,text,CHUNK_0000043,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB004,image,oncology:PMC6076022_F1_350081.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB004,text,CHUNK_0031112,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB004,image,oncology:PMC5894157_Fig1_299736.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB005,image,PMC13299583:genes-17-00668-f008,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB005,text,CHUNK_0065180,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB005,image,PMC13006442:fig7,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB005,text,CHUNK_0065179,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
HYB005,image,oncology:PMC9096250_F3_277638.jpg,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,PMC13293813:fig5,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,PMC13092995:FIG2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,PMC13245634:FIG8,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,PMC13244543:FIG5,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,PMC13245634:FIG2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,PMC11846617:f0002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,PMC13245634:FIG4,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,PMC13245634:FIG7,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI001,image,PMC13244543:FIG6,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,PMC13243751:FIG1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,PMC13293813:fig4,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,PMC13293827:f1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,PMC12952831:f2-dpc1601a5895,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,PMC12952828:f1-dpc1601a6065,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,PMC13092995:FIG2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,PMC12952831:f1-dpc1601a5895,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,PMC13293813:fig1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI002,image,PMC13244543:FIG8,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,PMC13293722:fig1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,PMC12981666:f1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,PMC12979534:F1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,PMC13293917:f3,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,PMC13294001:FIG1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,PMC12979534:F2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,PMC13297793:diagnostics-16-01935-f009,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,PMC13093329:ccr372309-fig-0002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI003,image,PMC13245819:FIG1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,PMC12981666:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,PMC12979133:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,PMC12932045:FI_Ref221194273,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,PMC12952831:f1-dpc1601a5895,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,PMC12952831:f2-dpc1601a5895,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,PMC12952828:f1-dpc1601a6065,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,PMC13293813:fig7,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,PMC13296926:cancers-18-01885-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI004,image,PMC13293827:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,PMC12987229:nutrients-18-00837-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,PMC13299931:ijms-27-05152-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,PMC13299931:ijms-27-05152-f005,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,PMC13301002:cncr70400-fig-0001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,PMC13294193:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,PMC12938149:biomolecules-16-00267-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,PMC13296404:biomolecules-16-00916-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,PMC13296382:cancers-18-01929-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI005,image,PMC12938178:biomolecules-16-00256-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI006,image,PMC13294193:f1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,PMC13295669:bioengineering-13-00668-f003,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,PMC12938262:bioengineering-13-00157-f006,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,PMC13297487:brainsci-16-00588-f007,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,PMC12938262:bioengineering-13-00157-f005,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,PMC13298520:diagnostics-16-01909-f004,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,PMC13297487:brainsci-16-00588-f005,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,PMC13297487:brainsci-16-00588-f006,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,PMC13297157:cancers-18-01898-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI007,image,PMC13298425:diagnostics-16-01778-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI008,image,PMC13294193:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI008,image,PMC13297512:cancers-18-01876-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI008,image,PMC12938178:biomolecules-16-00256-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,PMC12987229:nutrients-18-00837-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,PMC12938262:bioengineering-13-00157-f006,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,PMC12938149:biomolecules-16-00267-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,PMC13296404:biomolecules-16-00916-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,PMC13297655:cimb-48-00615-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,PMC13294193:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,PMC13297526:biomolecules-16-00862-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,PMC13299931:ijms-27-05152-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI009,image,PMC12938262:bioengineering-13-00157-f003,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC12932045:FI_Ref221194261,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC12981666:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC12979133:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC13243490:FIG1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC11152913:FI_Ref166069936,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC12952831:f1-dpc1601a5895,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC12952831:f2-dpc1601a5895,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC13297018:brb371367-fig-0002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC13244543:FIG9,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI010,image,PMC13293827:f1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,PMC13295669:bioengineering-13-00668-f003,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,PMC13227397:f3,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,PMC13297391:biomedicines-14-01239-f004,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,PMC13293917:f3,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,PMC12982037:f1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,PMC13293792:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,PMC13298520:diagnostics-16-01909-f004,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,PMC13302036:jcm-15-04478-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI011,image,PMC13297487:brainsci-16-00588-f007,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13297018:brb371367-fig-0002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13244543:FIG5,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13298425:diagnostics-16-01778-f005,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13297529:cancers-18-01872-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13169255:f3-nsj310114,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13245634:FIG2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13169255:f2-nsj310114,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13244543:FIG6,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13293813:fig5,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI012,image,PMC13243123:f1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,PMC12952831:f1-dpc1601a5895,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,PMC12952831:f2-dpc1601a5895,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,PMC13296507:cancers-18-01910-f003,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,PMC13227292:fig0001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,PMC13293270:jha270334-fig-0002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,PMC13293827:f1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,PMC13293917:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,PMC13293813:fig7,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI013,image,PMC13296393:cancers-18-02000-f004,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,PMC12982037:f1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,PMC13299507:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,PMC13293827:f2,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,PMC13293917:f3,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,PMC13293827:f3,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,PMC13293995:F3,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,PMC13293813:fig7,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,PMC13296898:cancers-18-01937-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI014,image,PMC13245831:FIG1,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,PMC13300662:ijms-27-05621-f014,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,PMC12987229:nutrients-18-00837-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,PMC13300662:ijms-27-05621-f009,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,PMC13296382:cancers-18-01929-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,PMC13296404:biomolecules-16-00916-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,PMC13297980:cimb-48-00627-f001,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,PMC13297526:biomolecules-16-00862-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,PMC13245498:fig3,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
CTI015,image,PMC12938149:biomolecules-16-00267-f002,0,automated_known_item_rule,Not the seeded source item; not a clinical irrelevance judgment
